Host n c meanctime meandtime
AWS 10 5 27 3868
AWS 20 5 29 4290
AWS 50 5 29 4994
Azure 100 5 37 8391
Azure 10 5 36 4521
Azure 20 5 35 6314
Azure 50 5 37 8591
Azure 75 5 36 8609
GCP 10 5 29 5022
GCP 20 5 29 6403
GCP 50 5 29 8359
RPI 10 5 1 6133
