Host n c meanctime meandtime
AWS 10 10 28 3257
AWS 20 10 29 5705
AWS 50 10 29 7443
Azure 10 10 35 5114
Azure 20 10 35 8310
Azure 50 10 37 14298
Azure 75 10 36 13879
GCP 10 10 28 1483
GCP 20 10 30 9017
GCP 50 10 30 12127
RPI 10 10 0 7786
