starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 17:49:56 2021	1624117796	22	156	178	49
Sat Jun 19 17:49:56 2021	1624117796	25	2878	2903	2878
Sat Jun 19 17:49:56 2021	1624117796	27	3176	3203	3176
Sat Jun 19 17:49:56 2021	1624117796	29	3257	3286	3257
Sat Jun 19 17:50:01 2021	1624117801	22	4258	4280	4257
Sat Jun 19 17:50:00 2021	1624117800	28	4281	4309	4280
Sat Jun 19 17:49:59 2021	1624117799	32	4684	4716	4683
Sat Jun 19 17:49:56 2021	1624117796	30	4957	4987	4957
Sat Jun 19 17:49:56 2021	1624117796	26	4992	5018	4992
Sat Jun 19 17:50:00 2021	1624117800	27	6043	6070	6041
