Percentage served,Time in ms
0,36.024
1,200.638
2,273.378
3,298.142
4,331.004
5,350.193
6,363.902
7,389.726
8,399.433
9,422.185
10,434.163
11,457.781
12,469.076
13,486.089
14,497.046
15,503.305
16,509.366
17,519.581
18,529.140
19,541.804
20,551.826
21,563.313
22,565.981
23,572.152
24,582.977
25,588.727
26,590.784
27,596.590
28,604.990
29,608.323
30,620.902
31,626.906
32,633.357
33,639.924
34,645.843
35,659.140
36,661.243
37,669.774
38,675.577
39,679.722
40,689.009
41,696.706
42,706.258
43,711.458
44,716.900
45,719.632
46,726.238
47,733.552
48,742.550
49,754.288
50,760.590
51,767.646
52,773.264
53,788.652
54,792.173
55,807.962
56,825.919
57,829.790
58,838.972
59,841.963
60,851.211
61,860.971
62,877.896
63,892.809
64,900.849
65,910.705
66,917.448
67,928.500
68,937.181
69,949.843
70,960.576
71,1006.074
72,1035.185
73,1041.388
74,1059.658
75,1072.163
76,1084.746
77,1097.012
78,1109.851
79,1124.361
80,1154.697
81,1172.549
82,1185.744
83,1216.046
84,1262.970
85,1342.823
86,1508.165
87,1728.311
88,3208.889
89,3319.306
90,3401.319
91,3508.171
92,3555.476
93,3573.318
94,5051.707
95,5179.099
96,5322.674
97,5416.409
98,5469.336
99,5503.609
100,7032.294
