starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 14:39:59 2021	1624106399	1	41	42	37
Sat Jun 19 14:40:05 2021	1624106405	1	76	77	76
Sat Jun 19 14:40:04 2021	1624106404	0	96	96	94
Sat Jun 19 14:40:05 2021	1624106405	0	99	99	99
Sat Jun 19 14:40:04 2021	1624106404	1	103	104	103
Sat Jun 19 14:40:04 2021	1624106404	0	106	106	106
Sat Jun 19 14:40:05 2021	1624106405	1	105	106	105
Sat Jun 19 14:40:05 2021	1624106405	0	124	124	124
Sat Jun 19 14:40:04 2021	1624106404	0	125	125	125
Sat Jun 19 14:40:05 2021	1624106405	0	129	129	129
Sat Jun 19 14:40:03 2021	1624106403	0	131	131	130
Sat Jun 19 14:40:03 2021	1624106403	0	139	139	139
Sat Jun 19 14:40:04 2021	1624106404	2	141	143	141
Sat Jun 19 14:40:05 2021	1624106405	1	151	152	150
Sat Jun 19 14:40:05 2021	1624106405	2	152	154	152
Sat Jun 19 14:40:04 2021	1624106404	0	155	155	153
Sat Jun 19 14:40:05 2021	1624106405	1	159	160	157
Sat Jun 19 14:40:04 2021	1624106404	0	162	162	162
Sat Jun 19 14:40:05 2021	1624106405	3	165	168	164
Sat Jun 19 14:40:04 2021	1624106404	0	169	169	169
Sat Jun 19 14:40:04 2021	1624106404	2	172	174	172
Sat Jun 19 14:40:05 2021	1624106405	1	175	176	174
Sat Jun 19 14:40:04 2021	1624106404	0	179	179	179
Sat Jun 19 14:40:04 2021	1624106404	1	179	180	179
Sat Jun 19 14:40:04 2021	1624106404	1	183	184	183
Sat Jun 19 14:40:04 2021	1624106404	0	191	191	190
Sat Jun 19 14:40:05 2021	1624106405	2	193	195	193
Sat Jun 19 14:40:03 2021	1624106403	1	195	196	195
Sat Jun 19 14:40:04 2021	1624106404	0	200	200	200
Sat Jun 19 14:40:05 2021	1624106405	1	199	200	199
Sat Jun 19 14:40:04 2021	1624106404	1	199	200	199
Sat Jun 19 14:40:04 2021	1624106404	0	201	201	199
Sat Jun 19 14:40:04 2021	1624106404	0	201	201	201
Sat Jun 19 14:40:04 2021	1624106404	1	202	203	202
Sat Jun 19 14:40:05 2021	1624106405	2	204	206	204
