Percentage served,Time in ms
0,30.004
1,60.507
2,81.007
3,92.393
4,96.307
5,103.687
6,113.089
7,118.286
8,125.033
9,128.749
10,132.822
11,137.598
12,142.486
13,148.927
14,151.888
15,155.137
16,157.229
17,159.524
18,164.433
19,168.107
20,172.097
21,176.400
22,179.314
23,182.489
24,185.373
25,187.126
26,193.013
27,196.065
28,199.173
29,201.222
30,202.705
31,204.690
32,206.827
33,209.729
34,212.059
35,214.576
36,216.428
37,217.928
38,219.535
39,223.137
40,225.971
41,228.926
42,231.651
43,235.243
44,238.555
45,242.053
46,246.570
47,249.311
48,252.819
49,256.625
50,258.447
51,264.298
52,265.788
53,267.582
54,269.621
55,270.618
56,273.100
57,275.991
58,278.488
59,280.094
60,284.589
61,291.695
62,296.206
63,299.564
64,302.395
65,305.339
66,308.826
67,312.810
68,316.584
69,318.114
70,321.028
71,323.046
72,324.350
73,327.205
74,333.085
75,335.795
76,342.161
77,346.798
78,354.941
79,357.613
80,364.676
81,372.105
82,378.410
83,385.897
84,387.790
85,389.806
86,402.771
87,406.273
88,415.210
89,424.429
90,429.698
91,437.742
92,449.447
93,462.304
94,471.287
95,480.938
96,505.052
97,531.916
98,568.945
99,628.377
100,729.063
