Percentage served,Time in ms
0,27.998
1,275.977
2,294.869
3,302.568
4,308.433
5,327.275
6,333.974
7,341.514
8,350.050
9,354.742
10,364.826
11,370.191
12,375.110
13,379.278
14,383.278
15,386.560
16,391.263
17,396.202
18,400.275
19,403.819
20,408.421
21,411.652
22,415.842
23,419.679
24,421.654
25,423.665
26,427.850
27,430.963
28,434.155
29,435.990
30,438.977
31,441.973
32,445.915
33,449.267
34,452.663
35,457.778
36,459.905
37,464.343
38,466.515
39,468.926
40,471.798
41,474.842
42,479.032
43,482.594
44,484.544
45,485.895
46,488.674
47,492.822
48,497.257
49,500.320
50,506.374
51,508.802
52,514.567
53,518.568
54,521.524
55,525.077
56,530.947
57,534.904
58,539.793
59,543.764
60,549.929
61,552.530
62,557.154
63,561.916
64,565.507
65,569.435
66,573.903
67,578.109
68,584.388
69,588.613
70,592.543
71,597.285
72,603.586
73,609.511
74,613.176
75,619.229
76,624.717
77,632.972
78,641.102
79,649.432
80,656.210
81,667.595
82,675.513
83,689.008
84,698.114
85,710.712
86,728.831
87,761.360
88,780.296
89,818.951
90,845.738
91,1009.395
92,1091.548
93,1183.337
94,1887.125
95,2067.499
96,3062.655
97,3243.866
98,5770.170
99,6106.251
100,7309.972
