Percentage served,Time in ms
0,19.831
1,19.988
2,20.001
3,20.001
4,20.253
5,20.395
6,20.533
7,20.652
8,20.832
9,20.998
10,21.010
11,21.195
12,21.201
13,21.339
14,21.340
15,21.772
16,21.997
17,21.999
18,22.000
19,22.000
20,22.023
21,22.274
22,22.283
23,22.289
24,22.313
25,22.380
26,22.384
27,22.459
28,22.857
29,22.970
30,23.008
31,23.107
32,23.586
33,23.997
34,24.057
35,24.199
36,24.566
37,24.975
38,24.999
39,24.999
40,25.001
41,25.001
42,25.002
43,25.090
44,25.144
45,25.738
46,26.216
47,26.299
48,26.469
49,26.520
50,26.653
51,26.844
52,27.508
53,27.829
54,28.763
55,28.788
56,28.852
57,29.001
58,29.002
59,29.514
60,29.611
61,29.685
62,30.168
63,30.394
64,30.598
65,30.725
66,31.084
67,31.108
68,31.258
69,31.472
70,31.999
71,32.000
72,32.000
73,32.388
74,32.424
75,33.688
76,33.706
77,33.983
78,34.001
79,34.765
80,34.999
81,35.001
82,35.182
83,35.417
84,35.790
85,36.033
86,37.034
87,37.876
88,39.668
89,39.998
90,41.738
91,42.000
92,42.002
93,42.508
94,42.956
95,44.420
96,49.310
97,58.214
98,61.999
99,63.910
100,63.910
