starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 14:40:19 2021	1624106419	0	28	28	20
Sat Jun 19 14:40:20 2021	1624106420	0	361	361	361
Sat Jun 19 14:40:21 2021	1624106421	0	384	384	384
Sat Jun 19 14:40:20 2021	1624106420	0	391	391	391
Sat Jun 19 14:40:21 2021	1624106421	1	417	418	415
Sat Jun 19 14:40:21 2021	1624106421	2	433	435	433
Sat Jun 19 14:40:21 2021	1624106421	1	445	446	445
Sat Jun 19 14:40:21 2021	1624106421	0	463	463	463
Sat Jun 19 14:40:21 2021	1624106421	0	463	463	463
Sat Jun 19 14:40:21 2021	1624106421	1	466	467	466
Sat Jun 19 14:40:22 2021	1624106422	0	486	486	486
Sat Jun 19 14:40:20 2021	1624106420	0	491	491	491
Sat Jun 19 14:40:20 2021	1624106420	0	492	492	491
Sat Jun 19 14:40:21 2021	1624106421	1	525	526	525
Sat Jun 19 14:40:21 2021	1624106421	0	533	533	531
Sat Jun 19 14:40:21 2021	1624106421	0	545	545	545
Sat Jun 19 14:40:21 2021	1624106421	0	546	546	546
Sat Jun 19 14:40:21 2021	1624106421	1	545	546	544
Sat Jun 19 14:40:21 2021	1624106421	0	553	553	553
Sat Jun 19 14:40:21 2021	1624106421	0	559	559	559
Sat Jun 19 14:40:21 2021	1624106421	0	561	561	561
Sat Jun 19 14:40:21 2021	1624106421	1	561	562	561
Sat Jun 19 14:40:21 2021	1624106421	1	580	581	580
Sat Jun 19 14:40:21 2021	1624106421	1	591	592	591
Sat Jun 19 14:40:20 2021	1624106420	0	595	595	595
Sat Jun 19 14:40:21 2021	1624106421	0	609	609	608
Sat Jun 19 14:40:21 2021	1624106421	1	612	613	612
Sat Jun 19 14:40:21 2021	1624106421	0	613	613	613
Sat Jun 19 14:40:20 2021	1624106420	1	615	616	615
Sat Jun 19 14:40:21 2021	1624106421	1	626	627	626
Sat Jun 19 14:40:20 2021	1624106420	0	629	629	628
Sat Jun 19 14:40:20 2021	1624106420	1	692	693	692
Sat Jun 19 14:40:21 2021	1624106421	1	699	700	699
Sat Jun 19 14:40:21 2021	1624106421	1	724	725	724
Sat Jun 19 14:40:21 2021	1624106421	0	755	755	755
Sat Jun 19 14:40:20 2021	1624106420	0	755	755	755
Sat Jun 19 14:40:20 2021	1624106420	0	764	764	764
Sat Jun 19 14:40:20 2021	1624106420	0	787	787	787
Sat Jun 19 14:40:21 2021	1624106421	0	795	795	795
Sat Jun 19 14:40:21 2021	1624106421	1	806	807	805
Sat Jun 19 14:40:21 2021	1624106421	0	809	809	809
Sat Jun 19 14:40:20 2021	1624106420	1	816	817	816
Sat Jun 19 14:40:21 2021	1624106421	1	816	817	816
Sat Jun 19 14:40:20 2021	1624106420	0	818	818	817
Sat Jun 19 14:40:21 2021	1624106421	0	846	846	846
Sat Jun 19 14:40:20 2021	1624106420	0	854	854	854
Sat Jun 19 14:40:20 2021	1624106420	0	857	857	856
Sat Jun 19 14:40:20 2021	1624106420	0	858	858	858
Sat Jun 19 14:40:21 2021	1624106421	1	865	866	865
Sat Jun 19 14:40:21 2021	1624106421	1	874	875	874
Sat Jun 19 14:40:21 2021	1624106421	0	919	919	919
Sat Jun 19 14:40:20 2021	1624106420	1	923	924	923
