Percentage served,Time in ms
0,35.299
1,6669.646
2,6670.646
3,6693.915
4,6761.725
5,6798.300
6,6801.302
7,6814.411
8,6864.043
9,6890.747
10,6925.743
11,6959.103
12,6997.131
13,7039.107
14,7078.201
15,7141.905
16,7162.232
17,7179.316
18,7189.561
19,7192.182
20,7410.401
21,7410.573
22,7411.180
23,7411.395
24,7411.395
25,7411.402
26,7413.088
27,7413.408
28,7413.781
29,7414.062
30,7414.062
31,7414.966
32,7423.971
33,7447.270
34,7448.240
35,7478.605
36,7478.605
37,7480.617
38,7518.495
39,7605.667
40,7621.307
41,7809.382
42,7814.343
43,7817.341
44,7820.339
45,11433.504
46,11462.688
47,11523.621
48,11532.644
49,11553.380
50,11588.810
51,11606.175
52,11662.274
53,14105.201
54,14105.201
55,14105.201
56,14107.207
57,14107.219
58,14108.204
59,14108.219
60,14109.204
61,14109.204
62,14318.218
63,14355.796
64,17567.538
65,17655.618
66,17706.475
67,17736.230
68,17827.940
69,17832.707
70,17854.322
71,17860.278
72,17862.243
73,17876.582
74,17892.643
75,17895.409
76,17908.810
77,17918.102
78,17918.438
79,17928.110
80,17938.391
81,17945.355
82,17948.683
83,17956.293
84,17972.727
85,17989.314
86,17995.090
87,18003.495
88,18009.192
89,18024.960
90,18026.518
91,18032.161
92,18045.740
93,18052.177
94,18054.188
95,18126.996
96,18143.078
97,18217.387
98,18223.455
99,18621.150
100,18621.150
