Percentage served,Time in ms
0,26.959
1,46.683
2,72.997
3,78.596
4,82.128
5,83.965
6,98.703
7,99.957
8,109.414
9,114.904
10,116.269
11,126.214
12,127.369
13,131.484
14,135.481
15,138.601
16,144.031
17,144.945
18,146.338
19,148.102
20,153.187
21,156.098
22,157.403
23,159.555
24,160.817
25,161.531
26,163.869
27,165.663
28,168.140
29,169.454
30,173.681
31,178.195
32,182.071
33,186.625
34,191.160
35,193.604
36,194.455
37,194.749
38,199.076
39,200.667
40,204.359
41,211.612
42,212.233
43,213.812
44,215.998
45,217.247
46,217.478
47,223.653
48,225.032
49,230.323
50,232.465
51,238.154
52,243.144
53,245.194
54,247.639
55,250.587
56,253.110
57,257.103
58,258.956
59,259.846
60,263.213
61,267.730
62,270.139
63,274.249
64,279.320
65,280.429
66,280.895
67,286.783
68,289.942
69,292.155
70,293.280
71,298.582
72,302.408
73,308.605
74,312.399
75,315.678
76,318.105
77,326.510
78,330.362
79,332.864
80,342.127
81,349.765
82,354.203
83,355.572
84,364.414
85,365.416
86,372.279
87,380.145
88,385.032
89,397.028
90,404.177
91,421.759
92,425.674
93,432.076
94,440.095
95,456.543
96,481.084
97,492.521
98,528.970
99,636.309
100,661.864
