Percentage served,Time in ms
0,23.870
1,102.401
2,119.481
3,130.334
4,136.846
5,140.948
6,144.977
7,149.733
8,153.072
9,155.685
10,158.581
11,162.212
12,165.690
13,167.903
14,172.474
15,174.964
16,178.209
17,179.955
18,182.962
19,184.415
20,186.084
21,187.591
22,190.265
23,192.416
24,194.184
25,196.921
26,199.590
27,201.590
28,203.973
29,206.234
30,208.741
31,210.616
32,212.001
33,213.250
34,216.338
35,217.433
36,218.939
37,220.369
38,221.893
39,225.036
40,226.783
41,228.865
42,230.820
43,232.168
44,233.124
45,235.516
46,237.205
47,238.788
48,241.216
49,243.624
50,245.837
51,247.250
52,249.542
53,250.847
54,252.604
55,253.807
56,257.684
57,260.568
58,262.667
59,264.441
60,267.010
61,269.037
62,271.419
63,273.356
64,275.313
65,278.821
66,281.287
67,283.056
68,285.187
69,289.883
70,292.194
71,295.414
72,298.418
73,303.107
74,305.596
75,308.613
76,312.360
77,315.655
78,318.959
79,322.877
80,326.676
81,329.668
82,332.255
83,337.065
84,343.347
85,351.917
86,360.729
87,364.832
88,372.845
89,380.941
90,393.681
91,404.407
92,413.641
93,428.707
94,451.632
95,487.476
96,534.273
97,864.945
98,1173.250
99,5798.654
100,6020.801
