Percentage served,Time in ms
0,87.354
1,258.693
2,268.683
3,687.237
4,712.001
5,734.953
6,765.300
7,773.320
8,791.647
9,797.791
10,818.431
11,837.484
12,850.067
13,864.274
14,875.827
15,885.465
16,891.702
17,912.380
18,926.570
19,936.789
20,957.080
21,975.629
22,986.916
23,999.376
24,1012.568
25,1023.379
26,1033.761
27,1046.904
28,1050.295
29,1054.835
30,1061.152
31,1068.007
32,1078.780
33,1089.643
34,1103.306
35,1107.437
36,1116.499
37,1123.411
38,1132.188
39,1141.225
40,1142.502
41,1145.116
42,1149.431
43,1153.541
44,1157.232
45,1163.436
46,1170.793
47,1180.864
48,1190.650
49,1200.224
50,1203.777
51,1211.592
52,1227.694
53,1232.730
54,1246.307
55,1268.550
56,1283.989
57,1288.297
58,1303.441
59,1313.075
60,1328.548
61,1341.400
62,1359.586
63,1371.331
64,1390.265
65,1400.970
66,1428.836
67,1451.663
68,1476.233
69,1491.670
70,1503.421
71,1527.394
72,1566.920
73,1588.247
74,1603.311
75,1621.353
76,1646.843
77,1673.895
78,1699.445
79,1708.135
80,1756.380
81,1795.726
82,1830.890
83,1893.810
84,1982.151
85,2088.299
86,2148.404
87,2238.530
88,2394.417
89,6396.551
90,18403.748
91,23641.569
92,23805.847
93,24139.593
94,24147.589
95,24272.042
96,24442.018
97,24453.336
98,24520.955
99,24753.241
100,25493.741
