Percentage served,Time in ms
0,183.062
1,183.062
2,183.062
3,213.024
4,213.024
5,213.024
6,213.024
7,213.024
8,241.367
9,241.367
10,241.367
11,241.367
12,241.367
13,267.585
14,267.585
15,267.585
16,267.585
17,267.585
18,286.815
19,286.815
20,286.815
21,286.815
22,286.815
23,287.193
24,287.193
25,287.193
26,287.193
27,287.193
28,289.630
29,289.630
30,289.630
31,289.630
32,289.630
33,290.416
34,290.416
35,290.416
36,290.416
37,290.416
38,292.645
39,292.645
40,292.645
41,292.645
42,292.645
43,293.001
44,293.001
45,293.001
46,293.001
47,293.001
48,293.217
49,293.217
50,293.217
51,293.217
52,293.217
53,295.654
54,295.654
55,295.654
56,295.654
57,295.654
58,300.176
59,300.176
60,300.176
61,300.176
62,300.176
63,302.041
64,302.041
65,302.041
66,302.041
67,302.041
68,343.714
69,343.714
70,343.714
71,343.714
72,343.714
73,404.753
74,404.753
75,404.753
76,404.753
77,404.753
78,432.844
79,432.844
80,432.844
81,432.844
82,432.844
83,452.469
84,452.469
85,452.469
86,452.469
87,452.469
88,461.526
89,461.526
90,461.526
91,461.526
92,461.526
93,514.470
94,514.470
95,514.470
96,514.470
97,514.470
98,2322386401.456
99,2322386401.456
100,514.470
