Percentage served,Time in ms
0,284.768
1,311.327
2,311.327
3,338.884
4,338.884
5,373.762
6,373.762
7,405.304
8,405.304
9,428.419
10,428.419
11,430.173
12,430.173
13,430.916
14,430.916
15,432.274
16,432.274
17,432.370
18,432.370
19,432.993
20,432.993
21,433.286
22,433.286
23,433.550
24,433.550
25,436.006
26,436.006
27,437.183
28,437.183
29,438.624
30,438.624
31,439.993
32,439.993
33,441.292
34,441.292
35,441.722
36,441.722
37,442.142
38,442.142
39,444.137
40,444.137
41,444.482
42,444.482
43,445.830
44,445.830
45,447.518
46,447.518
47,447.636
48,447.636
49,447.945
50,447.945
51,449.250
52,449.250
53,463.802
54,463.802
55,477.315
56,477.315
57,488.902
58,488.902
59,505.639
60,505.639
61,520.695
62,520.695
63,535.932
64,535.932
65,547.316
66,547.316
67,566.193
68,566.193
69,574.084
70,574.084
71,595.977
72,595.977
73,626.418
74,626.418
75,645.301
76,645.301
77,655.867
78,655.867
79,681.150
80,681.150
81,706.682
82,706.682
83,711.943
84,711.943
85,735.584
86,735.584
87,737.607
88,737.607
89,737.676
90,737.676
91,737.881
92,737.881
93,747.917
94,747.917
95,767.759
96,767.759
97,1084.851
98,1084.851
99,2060206202.352
100,1084.851
