Percentage served,Time in ms
0,85.892
1,132.800
2,137.785
3,142.414
4,144.806
5,145.519
6,146.524
7,147.090
8,159.851
9,174.607
10,177.028
11,182.578
12,184.017
13,188.770
14,193.548
15,200.596
16,202.426
17,208.154
18,210.058
19,210.343
20,210.734
21,214.030
22,217.523
23,218.611
24,220.073
25,226.368
26,231.171
27,236.795
28,247.165
29,250.558
30,258.391
31,258.889
32,261.527
33,262.491
34,263.178
35,264.032
36,264.337
37,270.561
38,271.423
39,271.836
40,272.155
41,273.408
42,273.679
43,274.264
44,274.729
45,275.045
46,275.088
47,275.874
48,279.414
49,279.825
50,282.529
51,287.140
52,287.653
53,289.459
54,291.208
55,291.650
56,292.228
57,292.424
58,292.659
59,293.677
60,295.129
61,296.272
62,297.997
63,299.520
64,300.829
65,301.422
66,303.574
67,307.440
68,307.622
69,307.809
70,309.565
71,314.173
72,324.260
73,324.446
74,325.533
75,331.065
76,338.047
77,338.102
78,344.849
79,350.875
80,359.661
81,363.891
82,369.846
83,374.757
84,375.993
85,380.821
86,381.618
87,415.313
88,421.424
89,432.997
90,433.003
91,438.657
92,459.479
93,496.768
94,511.897
95,512.300
96,519.996
97,520.914
98,543.574
99,3034.063
100,3034.063
