starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 22:41:10 2021	1624135270	28	127	155	126
Sat Jun 19 22:41:10 2021	1624135270	27	189	216	130
Sat Jun 19 22:41:10 2021	1624135270	28	247	275	154
Sat Jun 19 22:41:10 2021	1624135270	33	244	277	185
Sat Jun 19 22:41:10 2021	1624135270	22	265	287	265
Sat Jun 19 22:41:10 2021	1624135270	26	269	295	239
Sat Jun 19 22:41:10 2021	1624135270	31	271	303	208
Sat Jun 19 22:41:10 2021	1624135270	29	277	306	218
Sat Jun 19 22:41:10 2021	1624135270	32	275	307	247
Sat Jun 19 22:41:10 2021	1624135270	23	289	312	32
Sat Jun 19 22:41:10 2021	1624135270	26	308	333	308
Sat Jun 19 22:41:10 2021	1624135270	33	306	339	247
Sat Jun 19 22:41:10 2021	1624135270	30	339	370	281
Sat Jun 19 22:41:10 2021	1624135270	30	370	400	311
Sat Jun 19 22:41:10 2021	1624135270	27	405	432	375
Sat Jun 19 22:41:10 2021	1624135270	29	403	432	403
Sat Jun 19 22:41:10 2021	1624135270	34	400	433	341
Sat Jun 19 22:41:10 2021	1624135270	29	466	495	466
Sat Jun 19 22:41:10 2021	1624135270	29	517	546	516
Sat Jun 19 22:41:10 2021	1624135270	30	528	558	527
