Percentage served,Time in ms
0,285.660
1,431.570
2,433.559
3,433.559
4,435.092
5,436.417
6,436.506
7,436.506
8,458.082
9,468.105
10,529.986
11,529.986
12,533.170
13,558.503
14,560.482
15,560.482
16,563.217
17,577.474
18,583.623
19,583.623
20,604.461
21,637.239
22,638.542
23,638.542
24,639.446
25,709.570
26,727.889
27,727.889
28,729.236
29,729.849
30,730.971
31,730.971
32,732.045
33,740.455
34,770.404
35,770.404
36,771.855
37,787.417
38,787.954
39,787.954
40,788.040
41,792.183
42,802.854
43,802.854
44,833.610
45,843.538
46,901.479
47,901.479
48,959.954
49,1010.837
50,1016.264
51,1016.264
52,1056.863
53,1091.324
54,1115.848
55,1115.848
56,1119.262
57,1123.292
58,1123.785
59,1123.785
60,1126.358
61,1126.567
62,1127.334
63,1127.334
64,1127.352
65,1127.983
66,1128.253
67,1128.253
68,1128.368
69,1128.839
70,1145.431
71,1145.431
72,1151.864
73,1153.949
74,1213.040
75,1213.040
76,1213.219
77,1216.503
78,1218.670
79,1218.670
80,1219.849
81,1220.715
82,1225.465
83,1225.465
84,1225.936
85,1227.415
86,1228.252
87,1228.252
88,1231.208
89,1231.472
90,1245.405
91,1245.405
92,1247.035
93,1402.713
94,1441.555
95,1441.555
96,1468.651
97,1497.513
98,1527.897
99,1527.897
100,1527.897
