Percentage served,Time in ms
0,79.628
1,117.585
2,117.585
3,134.553
4,134.553
5,147.026
6,147.026
7,147.068
8,147.068
9,164.131
10,164.131
11,179.172
12,179.172
13,192.254
14,192.254
15,218.078
16,218.078
17,219.943
18,219.943
19,222.196
20,222.196
21,235.426
22,235.426
23,251.909
24,251.909
25,267.694
26,267.694
27,283.233
28,283.233
29,308.248
30,308.248
31,312.405
32,312.405
33,313.049
34,313.049
35,315.041
36,315.041
37,318.208
38,318.208
39,319.099
40,319.099
41,321.600
42,321.600
43,335.300
44,335.300
45,346.323
46,346.323
47,362.572
48,362.572
49,379.858
50,379.858
51,431.967
52,431.967
53,456.216
54,456.216
55,469.102
56,469.102
57,475.586
58,475.586
59,487.483
60,487.483
61,508.054
62,508.054
63,519.172
64,519.172
65,521.187
66,521.187
67,521.909
68,521.909
69,524.085
70,524.085
71,526.115
72,526.115
73,544.856
74,544.856
75,550.351
76,550.351
77,551.706
78,551.706
79,553.104
80,553.104
81,562.425
82,562.425
83,565.743
84,565.743
85,570.134
86,570.134
87,628.518
88,628.518
89,628.596
90,628.596
91,635.155
92,635.155
93,643.830
94,643.830
95,710.433
96,710.433
97,745.542
98,745.542
99,2587047725.744
100,745.542
