Host n c meanctime meandtime
AWS 100 1 26 40
AWS 10 1 27 167
AWS 20 1 27 43
AWS 75 1 56 56
Azure 100 1 32 48
Azure 10 1 34 162
Azure 20 1 33 137
Azure 50 1 32 68
Azure 75 1 32 62
GCP 10 1 80 268
GCP 20 1 26 65
GCP 75 1 25 95
RPI 100 1 11 217
RPI 10 1 1 494
RPI 20 1 78 451
RPI 50 1 1 284
RPI 75 1 14 280
