Host n c meanctime meandtime
AWS 100 20 27 735
AWS 20 20 26 322
AWS 50 20 27 545
AWS 75 20 29 936
Azure 20 20 32 401
Azure 50 20 34 872
Azure 75 20 34 1063
GCP 100 20 27 1182
GCP 20 20 26 417
GCP 75 20 27 1082
RPI 100 20 1 3643
RPI 20 20 0 1109
RPI 50 20 0 2717
RPI 75 20 0 2728
