Percentage served,Time in ms
0,7.000
1,7.000
2,7.000
3,8.000
4,8.000
5,8.000
6,8.000
7,8.000
8,8.991
9,8.991
10,8.991
11,8.991
12,8.991
13,14.347
14,14.347
15,14.347
16,14.347
17,14.347
18,16.008
19,16.008
20,16.008
21,16.008
22,16.008
23,16.038
24,16.038
25,16.038
26,16.038
27,16.038
28,17.029
29,17.029
30,17.029
31,17.029
32,17.029
33,24.011
34,24.011
35,24.011
36,24.011
37,24.011
38,82.259
39,82.259
40,82.259
41,82.259
42,82.259
43,85.091
44,85.091
45,85.091
46,85.091
47,85.091
48,92.063
49,92.063
50,92.063
51,92.063
52,92.063
53,94.766
54,94.766
55,94.766
56,94.766
57,94.766
58,101.113
59,101.113
60,101.113
61,101.113
62,101.113
63,107.113
64,107.113
65,107.113
66,107.113
67,107.113
68,206.304
69,206.304
70,206.304
71,206.304
72,206.304
73,235.767
74,235.767
75,235.767
76,235.767
77,235.767
78,297.387
79,297.387
80,297.387
81,297.387
82,297.387
83,306.395
84,306.395
85,306.395
86,306.395
87,306.395
88,2881.135
89,2881.135
90,2881.135
91,2881.135
92,2881.135
93,2896.965
94,2896.965
95,2896.965
96,2896.965
97,2896.965
98,2085013680.400
99,2085013680.400
100,2896.965
