Percentage served,Time in ms
0,6.000
1,6.000
2,6.000
3,6.000
4,6.000
5,6.000
6,6.000
7,6.000
8,6.000
9,6.000
10,6.000
11,6.000
12,6.000
13,6.000
14,6.000
15,6.595
16,6.595
17,6.595
18,6.595
19,6.595
20,6.595
21,6.595
22,6.595
23,6.595
24,6.595
25,6.972
26,6.972
27,6.972
28,6.972
29,6.972
30,6.972
31,6.972
32,6.972
33,6.972
34,6.972
35,7.635
36,7.635
37,7.635
38,7.635
39,7.635
40,7.635
41,7.635
42,7.635
43,7.635
44,7.635
45,12.405
46,12.405
47,12.405
48,12.405
49,12.405
50,12.405
51,12.405
52,12.405
53,12.405
54,12.405
55,15.611
56,15.611
57,15.611
58,15.611
59,15.611
60,15.611
61,15.611
62,15.611
63,15.611
64,15.611
65,24.602
66,24.602
67,24.602
68,24.602
69,24.602
70,24.602
71,24.602
72,24.602
73,24.602
74,24.602
75,69.389
76,69.389
77,69.389
78,69.389
79,69.389
80,69.389
81,69.389
82,69.389
83,69.389
84,69.389
85,5472.703
86,5472.703
87,5472.703
88,5472.703
89,5472.703
90,5472.703
91,5472.703
92,5472.703
93,5472.703
94,5472.703
95,2879011797.088
96,2879011797.088
97,2879011797.088
98,2879011797.088
99,2879011797.088
100,5472.703
