Percentage served,Time in ms
0,64.492
1,107.228
2,176.483
3,250.824
4,316.387
5,383.706
6,455.906
7,524.684
8,593.354
9,664.660
10,733.882
11,806.751
12,895.684
13,964.005
14,1041.797
15,1065.593
16,1066.379
17,1069.102
18,1070.818
19,1071.165
20,1071.733
21,1072.372
22,1073.725
23,1074.145
24,1075.562
25,1076.023
26,1076.510
27,1077.332
28,1077.694
29,1077.733
30,1078.016
31,1078.408
32,1079.175
33,1079.401
34,1080.033
35,1080.453
36,1080.694
37,1081.613
38,1081.948
39,1082.205
40,1082.259
41,1082.482
42,1083.020
43,1083.268
44,1083.543
45,1084.088
46,1084.250
47,1084.407
48,1084.665
49,1084.790
50,1085.250
51,1085.648
52,1085.875
53,1086.414
54,1086.697
55,1086.940
56,1087.369
57,1087.784
58,1088.199
59,1088.434
60,1088.854
61,1088.950
62,1089.306
63,1089.580
64,1090.055
65,1090.739
66,1090.823
67,1091.008
68,1091.591
69,1092.272
70,1092.472
71,1092.531
72,1093.817
73,1094.742
74,1095.172
75,1095.449
76,1095.894
77,1096.143
78,1096.888
79,1097.120
80,1097.430
81,1097.884
82,1097.889
83,1099.190
84,1100.109
85,1100.442
86,1100.966
87,1102.124
88,1103.525
89,1105.574
90,1108.111
91,1110.163
92,1113.911
93,2067.626
94,2072.596
95,2075.910
96,2076.540
97,2077.285
98,2079.561
99,2081.309
100,2106.111
