Percentage served,Time in ms
0,71.809
1,71.809
2,71.809
3,71.809
4,71.809
5,83.036
6,83.036
7,83.036
8,83.036
9,83.036
10,83.036
11,83.036
12,83.036
13,83.036
14,83.036
15,108.446
16,108.446
17,108.446
18,108.446
19,108.446
20,108.446
21,108.446
22,108.446
23,108.446
24,108.446
25,138.108
26,138.108
27,138.108
28,138.108
29,138.108
30,138.108
31,138.108
32,138.108
33,138.108
34,138.108
35,174.093
36,174.093
37,174.093
38,174.093
39,174.093
40,174.093
41,174.093
42,174.093
43,174.093
44,174.093
45,210.120
46,210.120
47,210.120
48,210.120
49,210.120
50,210.120
51,210.120
52,210.120
53,210.120
54,210.120
55,244.973
56,244.973
57,244.973
58,244.973
59,244.973
60,244.973
61,244.973
62,244.973
63,244.973
64,244.973
65,277.030
66,277.030
67,277.030
68,277.030
69,277.030
70,277.030
71,277.030
72,277.030
73,277.030
74,277.030
75,309.030
76,309.030
77,309.030
78,309.030
79,309.030
80,309.030
81,309.030
82,309.030
83,309.030
84,309.030
85,375.028
86,375.028
87,375.028
88,375.028
89,375.028
90,375.028
91,375.028
92,375.028
93,375.028
94,375.028
95,2261818185.984
96,2261818185.984
97,2261818185.984
98,2261818185.984
99,2261818185.984
100,375.028
