starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:44:48 2021	1624110288	29	33	62	32
Sat Jun 19 15:44:48 2021	1624110288	30	31	62	30
Sat Jun 19 15:44:43 2021	1624110283	32	30	62	29
Sat Jun 19 15:44:48 2021	1624110288	29	33	62	31
Sat Jun 19 15:44:48 2021	1624110288	30	32	62	31
Sat Jun 19 15:44:42 2021	1624110282	33	29	63	29
Sat Jun 19 15:44:44 2021	1624110284	33	30	63	29
Sat Jun 19 15:44:45 2021	1624110285	29	35	64	35
Sat Jun 19 15:44:48 2021	1624110288	33	31	64	31
Sat Jun 19 15:44:48 2021	1624110288	32	32	65	31
Sat Jun 19 15:44:49 2021	1624110289	32	33	65	32
Sat Jun 19 15:44:47 2021	1624110287	34	31	65	31
Sat Jun 19 15:44:42 2021	1624110282	31	34	65	34
Sat Jun 19 15:44:43 2021	1624110283	28	37	65	36
Sat Jun 19 15:44:45 2021	1624110285	33	32	65	31
Sat Jun 19 15:44:44 2021	1624110284	34	31	65	30
Sat Jun 19 15:44:45 2021	1624110285	34	32	66	31
Sat Jun 19 15:44:42 2021	1624110282	34	32	66	31
Sat Jun 19 15:44:43 2021	1624110283	32	34	66	33
Sat Jun 19 15:44:44 2021	1624110284	33	32	66	32
Sat Jun 19 15:44:43 2021	1624110283	34	31	66	31
Sat Jun 19 15:44:49 2021	1624110289	34	31	66	30
Sat Jun 19 15:44:44 2021	1624110284	36	30	66	30
Sat Jun 19 15:44:47 2021	1624110287	32	34	66	33
Sat Jun 19 15:44:46 2021	1624110286	35	32	66	31
Sat Jun 19 15:44:47 2021	1624110287	36	31	66	31
Sat Jun 19 15:44:43 2021	1624110283	32	35	67	33
Sat Jun 19 15:44:49 2021	1624110289	34	33	67	31
Sat Jun 19 15:44:42 2021	1624110282	33	34	67	33
Sat Jun 19 15:44:45 2021	1624110285	32	35	67	34
Sat Jun 19 15:44:43 2021	1624110283	31	36	67	35
Sat Jun 19 15:44:45 2021	1624110285	36	31	67	30
Sat Jun 19 15:44:46 2021	1624110286	32	35	67	35
Sat Jun 19 15:44:46 2021	1624110286	34	33	68	32
Sat Jun 19 15:44:44 2021	1624110284	36	31	68	30
Sat Jun 19 15:44:46 2021	1624110286	32	35	68	35
Sat Jun 19 15:44:47 2021	1624110287	34	34	68	33
Sat Jun 19 15:44:47 2021	1624110287	36	31	68	30
Sat Jun 19 15:44:43 2021	1624110283	36	32	68	31
Sat Jun 19 15:44:43 2021	1624110283	34	34	68	33
Sat Jun 19 15:44:47 2021	1624110287	36	32	68	32
Sat Jun 19 15:44:48 2021	1624110288	32	37	68	36
Sat Jun 19 15:44:43 2021	1624110283	37	31	68	31
Sat Jun 19 15:44:43 2021	1624110283	36	33	69	32
Sat Jun 19 15:44:45 2021	1624110285	34	35	69	34
Sat Jun 19 15:44:45 2021	1624110285	33	36	69	36
Sat Jun 19 15:44:48 2021	1624110288	36	33	69	32
Sat Jun 19 15:44:45 2021	1624110285	33	36	69	35
Sat Jun 19 15:44:45 2021	1624110285	37	32	69	32
Sat Jun 19 15:44:48 2021	1624110288	36	33	70	33
Sat Jun 19 15:44:47 2021	1624110287	36	34	70	34
Sat Jun 19 15:44:48 2021	1624110288	35	35	70	34
Sat Jun 19 15:44:43 2021	1624110283	33	36	70	36
Sat Jun 19 15:44:49 2021	1624110289	36	34	70	33
Sat Jun 19 15:44:47 2021	1624110287	37	33	70	33
Sat Jun 19 15:44:45 2021	1624110285	37	33	70	32
Sat Jun 19 15:44:49 2021	1624110289	37	33	70	33
Sat Jun 19 15:44:48 2021	1624110288	37	33	70	32
Sat Jun 19 15:44:48 2021	1624110288	35	35	70	34
Sat Jun 19 15:44:47 2021	1624110287	36	34	70	33
Sat Jun 19 15:44:49 2021	1624110289	36	35	70	35
Sat Jun 19 15:44:46 2021	1624110286	37	33	71	33
Sat Jun 19 15:44:43 2021	1624110283	37	34	71	33
Sat Jun 19 15:44:42 2021	1624110282	34	37	71	37
Sat Jun 19 15:44:45 2021	1624110285	37	34	71	34
Sat Jun 19 15:44:46 2021	1624110286	37	34	71	33
Sat Jun 19 15:44:46 2021	1624110286	35	36	71	36
Sat Jun 19 15:44:47 2021	1624110287	37	34	71	32
Sat Jun 19 15:44:43 2021	1624110283	36	35	71	35
