Percentage served,Time in ms
0,57.441
1,60.799
2,61.538
3,61.924
4,62.171
5,62.821
6,63.138
7,63.327
8,63.664
9,63.804
10,63.999
11,64.210
12,64.462
13,64.856
14,65.000
15,65.165
16,65.219
17,65.529
18,65.683
19,65.838
20,65.919
21,66.000
22,66.276
23,66.405
24,66.576
25,66.720
26,66.799
27,66.878
28,66.988
29,67.056
30,67.265
31,67.358
32,67.434
33,67.526
34,67.808
35,67.961
36,68.001
37,68.171
38,68.348
39,68.498
40,68.645
41,68.827
42,68.956
43,69.042
44,69.165
45,69.297
46,69.619
47,69.727
48,69.834
49,69.984
50,70.000
51,70.000
52,70.060
53,70.262
54,70.431
55,70.555
56,70.647
57,70.737
58,70.796
59,70.898
60,70.995
61,71.001
62,71.155
63,71.308
64,71.376
65,71.484
66,71.677
67,71.998
68,72.029
69,72.170
70,72.300
71,72.438
72,72.571
73,72.662
74,72.699
75,72.824
76,73.002
77,73.117
78,73.261
79,73.365
80,73.454
81,73.751
82,73.952
83,74.000
84,74.187
85,74.339
86,74.592
87,74.785
88,74.916
89,75.154
90,75.607
91,75.756
92,76.001
93,76.497
94,76.869
95,77.048
96,78.106
97,79.176
98,80.208
99,82.004
100,151.981
