Percentage served,Time in ms
0,65.731
1,105.096
2,176.285
3,245.663
4,323.388
5,396.624
6,465.632
7,535.710
8,607.345
9,681.289
10,704.817
11,710.047
12,710.813
13,712.059
14,712.672
15,713.088
16,713.271
17,714.106
18,714.472
19,714.921
20,715.140
21,716.158
22,716.344
23,716.963
24,717.359
25,717.507
26,717.620
27,717.922
28,718.045
29,718.276
30,718.672
31,718.849
32,719.222
33,719.416
34,719.559
35,720.481
36,720.883
37,721.122
38,721.303
39,721.513
40,721.721
41,722.021
42,722.069
43,722.268
44,722.347
45,722.578
46,722.688
47,722.756
48,722.866
49,723.006
50,723.090
51,723.141
52,723.304
53,723.399
54,723.424
55,724.086
56,724.259
57,724.497
58,724.534
59,724.627
60,724.903
61,725.111
62,725.234
63,725.555
64,725.704
65,726.473
66,726.840
67,727.014
68,727.288
69,727.395
70,727.563
71,728.206
72,728.621
73,729.114
74,729.449
75,729.621
76,729.767
77,730.799
78,731.359
79,732.615
80,733.855
81,734.343
82,735.285
83,735.571
84,737.186
85,737.648
86,738.759
87,739.144
88,741.356
89,742.622
90,743.789
91,743.923
92,744.680
93,745.164
94,745.814
95,747.107
96,748.280
97,748.931
98,751.412
99,751.808
100,752.337
