starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:44:42 2021	1624110282	35	37	72	37
Sat Jun 19 15:44:42 2021	1624110282	38	45	83	44
Sat Jun 19 15:44:42 2021	1624110282	34	74	108	73
Sat Jun 19 15:44:42 2021	1624110282	30	108	138	107
Sat Jun 19 15:44:42 2021	1624110282	36	138	174	137
Sat Jun 19 15:44:42 2021	1624110282	37	173	210	173
Sat Jun 19 15:44:42 2021	1624110282	35	210	245	210
Sat Jun 19 15:44:42 2021	1624110282	31	246	277	246
Sat Jun 19 15:44:42 2021	1624110282	32	277	309	277
Sat Jun 19 15:44:42 2021	1624110282	35	340	375	30
