starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:45:33 2021	1624110333	32	34	66	34
Sat Jun 19 15:45:33 2021	1624110333	33	37	70	36
Sat Jun 19 15:45:33 2021	1624110333	39	66	105	66
Sat Jun 19 15:45:33 2021	1624110333	38	105	143	105
Sat Jun 19 15:45:33 2021	1624110333	33	143	176	143
Sat Jun 19 15:45:33 2021	1624110333	30	177	207	177
Sat Jun 19 15:45:33 2021	1624110333	38	207	246	207
Sat Jun 19 15:45:33 2021	1624110333	41	246	287	246
Sat Jun 19 15:45:33 2021	1624110333	36	288	323	287
Sat Jun 19 15:45:32 2021	1624110332	37	323	361	323
Sat Jun 19 15:45:32 2021	1624110332	36	361	397	361
Sat Jun 19 15:45:32 2021	1624110332	37	397	433	397
Sat Jun 19 15:45:32 2021	1624110332	32	433	466	433
Sat Jun 19 15:45:32 2021	1624110332	33	466	499	466
Sat Jun 19 15:45:32 2021	1624110332	37	499	536	65
Sat Jun 19 15:45:32 2021	1624110332	38	536	574	102
Sat Jun 19 15:45:32 2021	1624110332	33	574	607	141
Sat Jun 19 15:45:32 2021	1624110332	37	606	644	174
Sat Jun 19 15:45:32 2021	1624110332	36	645	681	212
Sat Jun 19 15:45:26 2021	1624110326	33	666	699	666
Sat Jun 19 15:45:26 2021	1624110326	37	668	705	629
Sat Jun 19 15:45:26 2021	1624110326	32	677	709	597
Sat Jun 19 15:45:28 2021	1624110328	39	671	710	351
Sat Jun 19 15:45:30 2021	1624110330	33	677	711	395
Sat Jun 19 15:45:30 2021	1624110330	32	679	711	362
Sat Jun 19 15:45:28 2021	1624110328	38	674	712	391
Sat Jun 19 15:45:30 2021	1624110330	32	680	712	648
Sat Jun 19 15:45:26 2021	1624110326	37	675	712	528
Sat Jun 19 15:45:28 2021	1624110328	31	681	713	319
Sat Jun 19 15:45:27 2021	1624110327	33	680	713	252
Sat Jun 19 15:45:26 2021	1624110326	33	681	713	564
Sat Jun 19 15:45:30 2021	1624110330	35	678	713	111
Sat Jun 19 15:45:30 2021	1624110330	37	677	713	252
Sat Jun 19 15:45:28 2021	1624110328	34	680	714	252
Sat Jun 19 15:45:30 2021	1624110330	33	682	714	79
Sat Jun 19 15:45:30 2021	1624110330	35	679	714	288
Sat Jun 19 15:45:27 2021	1624110327	33	682	714	105
Sat Jun 19 15:45:27 2021	1624110327	35	679	714	394
Sat Jun 19 15:45:28 2021	1624110328	32	683	715	184
Sat Jun 19 15:45:28 2021	1624110328	36	679	715	216
Sat Jun 19 15:45:28 2021	1624110328	36	680	715	467
Sat Jun 19 15:45:30 2021	1624110330	34	682	716	218
Sat Jun 19 15:45:29 2021	1624110329	34	683	716	354
