Percentage served,Time in ms
0,78.623
1,404.192
2,771.469
3,1131.929
4,1484.371
5,1766.534
6,1773.863
7,1778.147
8,1781.782
9,1783.775
10,1785.774
11,1787.774
12,1789.167
13,1790.767
14,1792.404
15,1794.219
16,1795.942
17,1796.741
18,1797.894
19,1799.069
20,1800.270
21,1801.349
22,1802.100
23,1803.058
24,1803.544
25,1804.124
26,1804.518
27,1805.509
28,1806.523
29,1806.999
30,1807.478
31,1807.895
32,1808.460
33,1808.730
34,1809.192
35,1809.413
36,1809.780
37,1810.020
38,1810.251
39,1810.587
40,1810.852
41,1811.115
42,1811.350
43,1811.601
44,1811.895
45,1812.046
46,1812.187
47,1812.470
48,1812.681
49,1813.202
50,1813.552
51,1814.062
52,1814.354
53,1814.561
54,1814.964
55,1815.492
56,1815.751
57,1815.912
58,1816.163
59,1816.421
60,1816.797
61,1817.158
62,1817.288
63,1817.771
64,1818.120
65,1818.477
66,1818.942
67,1819.353
68,1819.797
69,1820.129
70,1820.405
71,1820.813
72,1821.011
73,1821.473
74,1821.842
75,1822.120
76,1822.748
77,1823.460
78,1823.944
79,1824.402
80,1824.976
81,1825.338
82,1825.611
83,1826.122
84,1826.684
85,1827.220
86,1827.607
87,1828.190
88,1828.907
89,1829.607
90,1830.157
91,1830.661
92,1831.641
93,1832.376
94,1832.755
95,1833.611
96,1834.533
97,1835.107
98,1836.880
99,1838.414
100,1845.253
