Host n c meanctime meandtime
AWS 1000 50 28 1332
AWS 100 50 27 1029
AWS 200 50 27 1187
AWS 500 50 28 1298
Azure 1000 50 34 1646
Azure 100 50 34 1247
Azure 200 50 34 1456
Azure 500 50 34 1605
GCP 1000 50 27 1318
GCP 100 50 27 994
GCP 200 50 27 1178
GCP 500 50 29 1382
RPI 1000 50 0 61
RPI 100 50 0 38
RPI 200 50 1 58
RPI 500 50 0 63
