starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:44:35 2021	1624110275	1	2	3	2
Sat Jun 19 15:44:36 2021	1624110276	0	3	3	3
Sat Jun 19 15:44:36 2021	1624110276	0	3	3	2
Sat Jun 19 15:44:35 2021	1624110275	1	3	4	3
Sat Jun 19 15:44:36 2021	1624110276	1	3	4	3
Sat Jun 19 15:44:36 2021	1624110276	0	4	4	4
Sat Jun 19 15:44:35 2021	1624110275	0	4	4	4
Sat Jun 19 15:44:35 2021	1624110275	0	4	4	4
Sat Jun 19 15:44:36 2021	1624110276	1	3	4	2
Sat Jun 19 15:44:36 2021	1624110276	0	4	4	4
Sat Jun 19 15:44:36 2021	1624110276	1	3	4	2
Sat Jun 19 15:44:35 2021	1624110275	0	4	4	4
Sat Jun 19 15:44:37 2021	1624110277	0	5	5	5
Sat Jun 19 15:44:36 2021	1624110276	0	5	5	5
Sat Jun 19 15:44:36 2021	1624110276	0	5	5	4
Sat Jun 19 15:44:36 2021	1624110276	0	5	5	5
Sat Jun 19 15:44:36 2021	1624110276	0	5	5	5
Sat Jun 19 15:44:36 2021	1624110276	0	5	5	5
Sat Jun 19 15:44:36 2021	1624110276	0	5	5	5
Sat Jun 19 15:44:36 2021	1624110276	0	5	5	5
Sat Jun 19 15:44:35 2021	1624110275	0	5	5	5
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	6
Sat Jun 19 15:44:36 2021	1624110276	1	5	6	5
Sat Jun 19 15:44:36 2021	1624110276	1	5	6	5
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	6
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	6
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	5
Sat Jun 19 15:44:36 2021	1624110276	1	5	6	5
Sat Jun 19 15:44:36 2021	1624110276	1	5	6	5
Sat Jun 19 15:44:36 2021	1624110276	1	5	6	5
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	6
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	6
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	5
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	6
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	6
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	6
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	6
Sat Jun 19 15:44:36 2021	1624110276	0	6	6	6
Sat Jun 19 15:44:35 2021	1624110275	1	5	6	4
Sat Jun 19 15:44:36 2021	1624110276	0	7	7	7
Sat Jun 19 15:44:37 2021	1624110277	1	6	7	5
Sat Jun 19 15:44:37 2021	1624110277	0	7	7	7
Sat Jun 19 15:44:37 2021	1624110277	1	6	7	6
Sat Jun 19 15:44:36 2021	1624110276	0	7	7	6
Sat Jun 19 15:44:36 2021	1624110276	0	7	7	7
Sat Jun 19 15:44:36 2021	1624110276	0	7	7	7
Sat Jun 19 15:44:36 2021	1624110276	0	7	7	5
Sat Jun 19 15:44:36 2021	1624110276	1	6	7	6
Sat Jun 19 15:44:36 2021	1624110276	1	6	7	6
Sat Jun 19 15:44:37 2021	1624110277	1	6	7	6
Sat Jun 19 15:44:37 2021	1624110277	0	7	7	7
Sat Jun 19 15:44:36 2021	1624110276	0	7	7	7
Sat Jun 19 15:44:37 2021	1624110277	0	8	8	6
Sat Jun 19 15:44:36 2021	1624110276	0	8	8	8
Sat Jun 19 15:44:36 2021	1624110276	0	8	8	8
Sat Jun 19 15:44:37 2021	1624110277	0	8	8	7
Sat Jun 19 15:44:36 2021	1624110276	0	8	8	8
Sat Jun 19 15:44:37 2021	1624110277	0	8	8	6
Sat Jun 19 15:44:37 2021	1624110277	0	8	8	6
Sat Jun 19 15:44:37 2021	1624110277	0	8	8	7
