Percentage served,Time in ms
0,2.999
1,4.000
2,5.002
3,6.000
4,6.975
5,7.001
6,8.000
7,8.022
8,9.000
9,9.040
10,9.990
11,9.999
12,10.000
13,10.001
14,10.028
15,10.971
16,10.994
17,10.998
18,10.999
19,10.999
20,11.000
21,11.000
22,11.001
23,11.002
24,11.012
25,11.027
26,11.032
27,11.213
28,11.750
29,11.978
30,11.998
31,11.999
32,11.999
33,12.000
34,12.000
35,12.000
36,12.001
37,12.001
38,12.003
39,12.007
40,12.013
41,12.035
42,12.056
43,12.287
44,12.428
45,12.968
46,12.975
47,12.999
48,12.999
49,13.000
50,13.000
51,13.000
52,13.001
53,13.001
54,13.008
55,13.023
56,13.066
57,13.282
58,13.436
59,13.976
60,13.998
61,13.999
62,14.000
63,14.000
64,14.001
65,14.001
66,14.027
67,14.151
68,14.418
69,14.997
70,14.999
71,15.000
72,15.001
73,15.001
74,15.002
75,15.153
76,15.986
77,16.000
78,16.000
79,16.019
80,16.139
81,16.346
82,16.658
83,16.999
84,17.007
85,17.084
86,17.574
87,17.993
88,18.001
89,18.991
90,19.001
91,19.240
92,20.001
93,21.001
94,21.992
95,22.025
96,23.019
97,25.017
98,26.278
99,30.967
100,36.000
