Percentage served,Time in ms
0,2.971
1,5.002
2,5.987
3,5.987
4,6.000
5,6.985
6,7.971
7,8.001
8,8.033
9,8.975
10,9.000
11,9.001
12,9.016
13,9.969
14,9.973
15,9.976
16,10.000
17,10.000
18,10.002
19,10.015
20,10.638
21,10.639
22,10.998
23,11.000
24,11.001
25,11.023
26,11.637
27,11.997
28,11.997
29,11.998
30,12.360
31,12.638
32,13.000
33,13.000
34,13.002
35,13.511
36,13.633
37,13.995
38,14.000
39,14.000
40,14.000
41,14.001
42,14.002
43,14.021
44,14.025
45,14.030
46,14.483
47,14.511
48,14.976
49,15.000
50,15.000
51,15.002
52,15.002
53,15.360
54,15.997
55,15.998
56,15.999
57,16.002
58,16.564
59,16.976
60,17.001
61,17.002
62,17.626
63,17.631
64,17.645
65,17.649
66,17.660
67,18.001
68,18.598
69,18.645
70,18.959
71,18.999
72,18.999
73,19.534
74,19.630
75,19.635
76,19.968
77,19.999
78,20.001
79,20.536
80,20.538
81,20.560
82,20.563
83,20.989
84,21.361
85,21.538
86,21.565
87,21.998
88,22.361
89,22.367
90,23.361
91,23.400
92,24.367
93,24.631
94,26.001
95,26.028
96,27.000
97,27.568
98,27.998
99,34.514
100,34.514
