Percentage served,Time in ms
0,1.890
1,1.890
2,1.890
3,1.890
4,1.890
5,1.996
6,1.996
7,1.996
8,1.996
9,1.996
10,1.996
11,1.996
12,1.996
13,1.996
14,1.996
15,1.999
16,1.999
17,1.999
18,1.999
19,1.999
20,1.999
21,1.999
22,1.999
23,1.999
24,1.999
25,2.031
26,2.031
27,2.031
28,2.031
29,2.031
30,2.031
31,2.031
32,2.031
33,2.031
34,2.031
35,2.109
36,2.109
37,2.109
38,2.109
39,2.109
40,2.109
41,2.109
42,2.109
43,2.109
44,2.109
45,3.007
46,3.007
47,3.007
48,3.007
49,3.007
50,3.007
51,3.007
52,3.007
53,3.007
54,3.007
55,3.008
56,3.008
57,3.008
58,3.008
59,3.008
60,3.008
61,3.008
62,3.008
63,3.008
64,3.008
65,3.471
66,3.471
67,3.471
68,3.471
69,3.471
70,3.471
71,3.471
72,3.471
73,3.471
74,3.471
75,4.028
76,4.028
77,4.028
78,4.028
79,4.028
80,4.028
81,4.028
82,4.028
83,4.028
84,4.028
85,105.401
86,105.401
87,105.401
88,105.401
89,105.401
90,105.401
91,105.401
92,105.401
93,105.401
94,105.401
95,4294967.298
96,4294967.298
97,4294967.298
98,4294967.298
99,4294967.298
100,105.401
