Percentage served,Time in ms
0,17.971
1,21.709
2,22.999
3,25.700
4,27.706
5,28.708
6,32.000
7,35.832
8,39.001
9,41.013
10,42.026
11,42.999
12,43.998
13,45.002
14,45.578
15,46.024
16,46.713
17,47.339
18,48.001
19,48.711
20,48.999
21,49.001
22,49.578
23,49.999
24,50.588
25,50.946
26,51.027
27,51.712
28,52.002
29,52.574
30,52.761
31,53.002
32,53.224
33,53.713
34,54.003
35,54.999
36,55.001
37,55.995
38,56.000
39,56.225
40,56.997
41,57.013
42,57.596
43,57.891
44,58.001
45,59.000
46,59.202
47,59.728
48,60.001
49,60.202
50,60.877
51,61.001
52,61.202
53,61.998
54,62.090
55,62.223
56,62.997
57,63.341
58,63.967
59,64.112
60,64.202
61,64.728
62,65.000
63,65.138
64,65.727
65,66.000
66,66.200
67,66.999
68,67.026
69,67.137
70,67.728
71,67.999
72,68.003
73,68.729
74,69.002
75,69.973
76,70.241
77,71.000
78,71.092
79,72.063
80,73.706
81,74.999
82,75.065
83,76.019
84,76.785
85,78.446
86,78.998
87,79.598
88,80.756
89,81.093
90,81.999
91,83.755
92,85.000
93,86.140
94,90.062
95,95.029
96,97.850
97,98.851
98,100.001
99,102.563
100,106.627
