Percentage served,Time in ms
0,2.000
1,3.002
2,3.998
3,4.000
4,4.000
5,4.001
6,4.001
7,4.999
8,5.000
9,5.001
10,5.001
11,5.023
12,5.023
13,6.000
14,7.000
15,8.999
16,9.000
17,9.002
18,9.973
19,10.003
20,10.998
21,10.998
22,10.999
23,10.999
24,10.999
25,11.000
26,11.000
27,11.000
28,11.000
29,11.000
30,11.001
31,11.998
32,11.998
33,11.999
34,11.999
35,11.999
36,11.999
37,12.000
38,12.000
39,12.000
40,12.000
41,12.001
42,12.001
43,12.001
44,12.001
45,12.001
46,12.002
47,12.997
48,12.998
49,12.998
50,12.998
51,12.999
52,13.000
53,13.001
54,13.025
55,13.998
56,13.999
57,14.000
58,14.002
59,14.002
60,14.999
61,14.999
62,14.999
63,15.001
64,15.001
65,15.001
66,15.999
67,16.000
68,16.001
69,16.998
70,16.999
71,18.002
72,18.998
73,19.000
74,19.000
75,19.001
76,19.002
77,19.002
78,19.997
79,19.998
80,20.000
81,20.000
82,20.001
83,20.001
84,20.001
85,24.001
86,24.999
87,25.000
88,25.001
89,25.998
90,27.000
91,27.002
92,28.000
93,28.999
94,29.000
95,29.999
96,32.001
97,33.002
98,34.999
99,36.000
100,36.000
