Percentage served,Time in ms
0,10.994
1,10.998
2,10.999
3,11.000
4,11.997
5,11.998
6,12.001
7,12.973
8,12.973
9,12.973
10,12.996
11,12.999
12,12.999
13,13.001
14,13.001
15,13.999
16,14.002
17,14.002
18,16.001
19,18.999
20,23.997
21,24.003
22,24.003
23,24.997
24,24.999
25,25.997
26,25.997
27,25.999
28,25.999
29,25.999
30,26.000
31,26.998
32,26.999
33,26.999
34,26.999
35,26.999
36,26.999
37,27.000
38,27.000
39,27.001
40,27.001
41,27.001
42,28.000
43,28.000
44,28.000
45,28.002
46,30.003
47,30.963
48,31.000
49,32.959
50,32.959
51,33.931
52,33.996
53,33.999
54,36.000
55,36.000
56,36.999
57,37.000
58,37.001
59,37.001
60,37.001
61,37.998
62,37.999
63,38.001
64,38.001
65,38.031
66,39.000
67,39.044
68,39.963
69,39.997
70,39.997
71,40.000
72,40.957
73,40.963
74,40.963
75,40.969
76,40.998
77,41.957
78,41.959
79,41.959
80,42.000
81,42.957
82,42.964
83,42.964
84,42.964
85,44.970
86,44.970
87,44.996
88,45.972
89,46.001
90,46.001
91,46.001
92,46.960
93,46.998
94,47.001
95,47.002
96,47.002
97,48.001
98,48.002
99,48.028
100,48.028
