Percentage served,Time in ms
0,7.000
1,8.000
2,8.001
3,8.001
4,8.002
5,9.000
6,9.001
7,17.031
8,18.486
9,19.001
10,19.012
11,19.487
12,19.999
13,20.000
14,20.024
15,20.028
16,20.344
17,21.000
18,21.002
19,21.029
20,21.041
21,21.342
22,21.344
23,21.495
24,21.970
25,21.999
26,22.000
27,22.001
28,22.001
29,22.001
30,22.027
31,22.035
32,22.040
33,22.343
34,22.511
35,22.998
36,22.999
37,22.999
38,22.999
39,22.999
40,23.000
41,23.000
42,23.000
43,23.000
44,23.001
45,23.001
46,23.001
47,23.008
48,23.008
49,23.341
50,23.343
51,23.497
52,23.509
53,23.511
54,23.542
55,23.996
56,23.997
57,23.998
58,23.999
59,23.999
60,23.999
61,24.000
62,24.000
63,24.000
64,24.000
65,24.000
66,24.001
67,24.001
68,24.001
69,24.006
70,24.012
71,24.026
72,24.035
73,24.037
74,24.039
75,24.343
76,24.499
77,24.509
78,24.509
79,24.544
80,24.966
81,24.999
82,24.999
83,25.000
84,25.001
85,25.001
86,25.001
87,25.031
88,25.035
89,25.497
90,26.000
91,26.307
92,26.508
93,27.003
94,28.002
95,28.002
96,28.030
97,29.509
98,37.034
99,39.027
100,39.343
