Percentage served,Time in ms
0,3.999
1,7.971
2,11.001
3,12.026
4,16.000
5,17.007
6,17.999
7,18.001
8,18.997
9,19.000
10,19.001
11,19.986
12,20.000
13,20.001
14,20.003
15,20.999
16,21.001
17,21.998
18,21.999
19,22.000
20,22.000
21,22.001
22,22.005
23,22.996
24,22.999
25,23.000
26,23.001
27,23.001
28,23.003
29,23.970
30,23.999
31,23.999
32,24.000
33,24.000
34,24.000
35,24.001
36,24.001
37,24.006
38,24.999
39,24.999
40,25.000
41,25.000
42,25.000
43,25.001
44,25.001
45,25.005
46,25.965
47,25.998
48,25.999
49,26.000
50,26.000
51,26.001
52,26.001
53,26.005
54,26.035
55,26.998
56,26.999
57,27.000
58,27.001
59,27.002
60,27.976
61,27.999
62,28.000
63,28.000
64,28.002
65,28.998
66,28.999
67,29.000
68,29.000
69,29.000
70,29.001
71,29.002
72,29.028
73,29.999
74,30.000
75,30.000
76,30.002
77,30.995
78,30.998
79,31.000
80,31.001
81,31.998
82,32.000
83,32.001
84,32.999
85,33.001
86,33.999
87,34.000
88,34.014
89,35.000
90,35.001
91,35.999
92,37.000
93,37.999
94,38.001
95,38.997
96,38.999
97,39.003
98,40.000
99,40.999
100,48.002
