starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:51:35 2021	1624110695	38	34	72	33
Sat Jun 19 15:51:35 2021	1624110695	39	40	79	39
Sat Jun 19 15:51:35 2021	1624110695	33	79	112	78
Sat Jun 19 15:51:35 2021	1624110695	34	112	146	111
Sat Jun 19 15:51:35 2021	1624110695	35	145	181	145
Sat Jun 19 15:51:35 2021	1624110695	33	182	214	181
Sat Jun 19 15:51:35 2021	1624110695	32	215	248	215
Sat Jun 19 15:51:35 2021	1624110695	34	248	282	248
Sat Jun 19 15:51:35 2021	1624110695	30	282	312	282
Sat Jun 19 15:51:35 2021	1624110695	33	313	346	312
Sat Jun 19 15:51:35 2021	1624110695	34	346	380	346
Sat Jun 19 15:51:34 2021	1624110694	32	380	412	380
Sat Jun 19 15:51:34 2021	1624110694	32	412	443	412
Sat Jun 19 15:51:34 2021	1624110694	33	443	477	443
Sat Jun 19 15:51:34 2021	1624110694	34	477	511	477
Sat Jun 19 15:51:34 2021	1624110694	35	511	546	511
Sat Jun 19 15:51:34 2021	1624110694	45	546	592	135
Sat Jun 19 15:51:34 2021	1624110694	33	592	624	180
Sat Jun 19 15:51:34 2021	1624110694	31	625	656	214
Sat Jun 19 15:51:34 2021	1624110694	38	657	695	244
Sat Jun 19 15:51:34 2021	1624110694	39	695	734	283
Sat Jun 19 15:51:34 2021	1624110694	33	734	767	323
Sat Jun 19 15:51:34 2021	1624110694	32	766	798	355
Sat Jun 19 15:51:34 2021	1624110694	36	798	833	387
Sat Jun 19 15:51:34 2021	1624110694	33	833	866	423
Sat Jun 19 15:51:34 2021	1624110694	34	866	900	456
Sat Jun 19 15:51:34 2021	1624110694	34	900	934	490
Sat Jun 19 15:51:34 2021	1624110694	33	934	967	523
Sat Jun 19 15:51:32 2021	1624110692	34	948	982	850
Sat Jun 19 15:51:32 2021	1624110692	28	955	983	955
Sat Jun 19 15:51:32 2021	1624110692	36	950	986	884
Sat Jun 19 15:51:32 2021	1624110692	33	954	987	817
Sat Jun 19 15:51:32 2021	1624110692	33	956	989	721
Sat Jun 19 15:51:32 2021	1624110692	35	954	989	920
Sat Jun 19 15:51:32 2021	1624110692	28	961	990	789
Sat Jun 19 15:51:32 2021	1624110692	29	961	990	590
Sat Jun 19 15:51:32 2021	1624110692	31	962	992	689
Sat Jun 19 15:51:32 2021	1624110692	34	960	994	755
Sat Jun 19 15:51:32 2021	1624110692	37	958	995	618
Sat Jun 19 15:51:32 2021	1624110692	31	965	996	495
Sat Jun 19 15:51:32 2021	1624110692	33	964	997	655
Sat Jun 19 15:51:32 2021	1624110692	32	966	998	558
Sat Jun 19 15:51:34 2021	1624110694	31	967	999	557
Sat Jun 19 15:51:32 2021	1624110692	38	961	999	457
Sat Jun 19 15:51:32 2021	1624110692	32	967	999	389
Sat Jun 19 15:51:32 2021	1624110692	34	966	1000	325
Sat Jun 19 15:51:32 2021	1624110692	30	970	1000	359
Sat Jun 19 15:51:32 2021	1624110692	32	969	1001	525
Sat Jun 19 15:51:32 2021	1624110692	35	967	1001	290
Sat Jun 19 15:51:32 2021	1624110692	36	966	1002	421
Sat Jun 19 15:51:32 2021	1624110692	31	973	1004	125
Sat Jun 19 15:51:32 2021	1624110692	35	969	1004	156
Sat Jun 19 15:51:32 2021	1624110692	34	970	1004	192
Sat Jun 19 15:51:32 2021	1624110692	29	976	1005	96
Sat Jun 19 15:51:32 2021	1624110692	30	975	1005	260
Sat Jun 19 15:51:33 2021	1624110693	29	976	1005	339
Sat Jun 19 15:51:33 2021	1624110693	33	973	1006	368
Sat Jun 19 15:51:33 2021	1624110693	27	979	1006	509
Sat Jun 19 15:51:33 2021	1624110693	33	974	1007	401
Sat Jun 19 15:51:33 2021	1624110693	35	972	1008	536
Sat Jun 19 15:51:32 2021	1624110692	34	974	1008	226
Sat Jun 19 15:51:32 2021	1624110692	30	979	1009	979
Sat Jun 19 15:51:33 2021	1624110693	31	979	1010	640
Sat Jun 19 15:51:33 2021	1624110693	37	974	1011	571
Sat Jun 19 15:51:33 2021	1624110693	33	978	1011	232
Sat Jun 19 15:51:32 2021	1624110692	30	981	1011	948
Sat Jun 19 15:51:33 2021	1624110693	32	979	1012	608
Sat Jun 19 15:51:33 2021	1624110693	31	981	1012	202
Sat Jun 19 15:51:33 2021	1624110693	36	977	1012	671
Sat Jun 19 15:51:33 2021	1624110693	41	972	1013	434
