Percentage served,Time in ms
0,71.676
1,73.299
2,105.982
3,142.090
4,169.619
5,206.909
6,243.794
7,273.790
8,304.808
9,341.417
10,379.860
11,410.497
12,443.768
13,478.075
14,513.127
15,544.754
16,573.031
17,605.024
18,640.665
19,663.240
20,666.086
21,666.299
22,666.549
23,666.583
24,667.900
25,669.207
26,670.426
27,670.649
28,670.994
29,671.106
30,672.074
31,672.613
32,672.635
33,672.690
34,672.854
35,673.084
36,673.403
37,673.463
38,674.038
39,674.291
40,674.342
41,674.469
42,674.856
43,675.011
44,675.543
45,675.884
46,675.916
47,676.107
48,676.214
49,676.475
50,676.494
51,677.084
52,677.157
53,677.238
54,677.693
55,678.829
56,679.087
57,680.581
58,681.652
59,682.364
60,682.657
61,682.808
62,682.864
63,682.952
64,683.063
65,683.112
66,683.883
67,684.510
68,685.280
69,685.542
70,686.013
71,686.141
72,686.280
73,686.563
74,686.709
75,686.709
76,687.128
77,687.180
78,687.290
79,687.309
80,687.617
81,687.766
82,688.572
83,688.657
84,689.091
85,689.735
86,690.159
87,690.436
88,690.543
89,690.572
90,691.281
91,692.026
92,692.206
93,692.305
94,692.497
95,693.713
96,694.138
97,695.772
98,696.608
99,703.146
100,703.146
