Percentage served,Time in ms
0,60.008
1,368.364
2,659.651
3,662.564
4,664.150
5,665.143
6,665.932
7,666.759
8,667.677
9,668.332
10,669.522
11,669.965
12,670.441
13,670.882
14,671.143
15,671.643
16,672.007
17,672.616
18,673.069
19,673.336
20,673.672
21,673.939
22,674.331
23,674.712
24,675.031
25,675.495
26,675.745
27,676.083
28,676.576
29,676.843
30,677.388
31,677.802
32,678.179
33,678.602
34,678.914
35,679.177
36,679.389
37,679.723
38,680.082
39,680.367
40,680.550
41,680.721
42,680.913
43,681.183
44,681.460
45,681.766
46,682.042
47,682.359
48,682.477
49,682.803
50,683.049
51,683.412
52,683.671
53,684.017
54,684.296
55,684.443
56,684.726
57,685.055
58,685.397
59,685.704
60,685.960
61,686.077
62,686.283
63,686.608
64,686.937
65,687.270
66,687.641
67,688.125
68,688.523
69,688.946
70,689.388
71,689.758
72,690.045
73,690.247
74,690.612
75,690.974
76,691.383
77,691.780
78,692.032
79,692.530
80,692.904
81,693.392
82,694.022
83,694.301
84,694.744
85,695.385
86,696.151
87,697.214
88,697.753
89,698.641
90,699.592
91,700.702
92,702.868
93,704.731
94,752.253
95,764.907
96,1671.374
97,1682.805
98,1686.873
99,1690.126
100,1692.683
