starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 18:16:02 2021	1624119362	24	32	56	32
Sat Jun 19 18:16:02 2021	1624119362	26	31	57	30
Sat Jun 19 18:16:13 2021	1624119373	23	605	628	604
Sat Jun 19 18:16:14 2021	1624119374	28	723	752	722
Sat Jun 19 18:16:10 2021	1624119370	25	986	1011	982
Sat Jun 19 18:16:06 2021	1624119366	28	1624	1652	1624
Sat Jun 19 18:16:07 2021	1624119367	27	2320	2347	2320
Sat Jun 19 18:16:11 2021	1624119371	32	2459	2492	2457
Sat Jun 19 18:16:14 2021	1624119374	29	3092	3121	3092
Sat Jun 19 18:16:02 2021	1624119362	26	3420	3447	3418
