starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 14:41:04 2021	1624106464	0	38	38	32
Sat Jun 19 14:41:07 2021	1624106467	0	40	40	40
Sat Jun 19 14:41:04 2021	1624106464	0	99	99	99
Sat Jun 19 14:41:04 2021	1624106464	0	212	212	212
Sat Jun 19 14:41:07 2021	1624106467	1	213	214	213
Sat Jun 19 14:41:04 2021	1624106464	1	228	229	228
Sat Jun 19 14:41:06 2021	1624106466	0	237	237	237
Sat Jun 19 14:41:08 2021	1624106468	1	281	282	164
Sat Jun 19 14:41:04 2021	1624106464	0	283	283	283
Sat Jun 19 14:41:08 2021	1624106468	0	285	285	285
Sat Jun 19 14:41:09 2021	1624106469	0	299	299	299
Sat Jun 19 14:41:05 2021	1624106465	0	300	300	300
Sat Jun 19 14:41:08 2021	1624106468	1	304	304	304
Sat Jun 19 14:41:08 2021	1624106468	0	306	306	306
Sat Jun 19 14:41:05 2021	1624106465	2	312	314	312
Sat Jun 19 14:41:09 2021	1624106469	1	323	324	323
Sat Jun 19 14:41:05 2021	1624106465	2	330	332	329
Sat Jun 19 14:41:04 2021	1624106464	0	332	332	331
Sat Jun 19 14:41:07 2021	1624106467	1	331	332	330
Sat Jun 19 14:41:09 2021	1624106469	0	335	335	335
Sat Jun 19 14:41:04 2021	1624106464	0	339	339	339
Sat Jun 19 14:41:04 2021	1624106464	0	342	342	342
Sat Jun 19 14:41:06 2021	1624106466	1	344	345	344
Sat Jun 19 14:41:06 2021	1624106466	0	355	355	355
Sat Jun 19 14:41:05 2021	1624106465	1	367	368	367
Sat Jun 19 14:41:04 2021	1624106464	0	386	386	386
Sat Jun 19 14:41:08 2021	1624106468	1	387	388	387
Sat Jun 19 14:41:04 2021	1624106464	0	389	389	389
Sat Jun 19 14:41:09 2021	1624106469	0	393	393	392
Sat Jun 19 14:41:06 2021	1624106466	0	396	396	396
Sat Jun 19 14:41:05 2021	1624106465	0	398	398	397
Sat Jun 19 14:41:06 2021	1624106466	1	402	403	401
Sat Jun 19 14:41:06 2021	1624106466	1	404	405	404
Sat Jun 19 14:41:09 2021	1624106469	0	405	405	405
Sat Jun 19 14:41:05 2021	1624106465	1	406	407	406
Sat Jun 19 14:41:08 2021	1624106468	1	406	407	406
