starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 14:41:09 2021	1624106469	1	49	50	20
Sat Jun 19 14:41:09 2021	1624106469	0	353	353	353
Sat Jun 19 14:41:09 2021	1624106469	0	355	355	354
Sat Jun 19 14:41:09 2021	1624106469	0	357	357	355
Sat Jun 19 14:41:09 2021	1624106469	0	357	357	357
Sat Jun 19 14:41:09 2021	1624106469	0	358	358	357
Sat Jun 19 14:41:09 2021	1624106469	0	358	358	357
Sat Jun 19 14:41:09 2021	1624106469	5	356	361	355
Sat Jun 19 14:41:09 2021	1624106469	1	361	362	360
Sat Jun 19 14:41:09 2021	1624106469	1	364	365	358
Sat Jun 19 14:41:09 2021	1624106469	2	364	366	359
Sat Jun 19 14:41:09 2021	1624106469	0	390	390	390
Sat Jun 19 14:41:09 2021	1624106469	0	391	391	391
Sat Jun 19 14:41:09 2021	1624106469	0	391	391	391
Sat Jun 19 14:41:13 2021	1624106473	3	424	427	424
Sat Jun 19 14:41:09 2021	1624106469	1	449	450	449
Sat Jun 19 14:41:12 2021	1624106472	1	465	467	465
Sat Jun 19 14:41:09 2021	1624106469	1	467	468	467
Sat Jun 19 14:41:13 2021	1624106473	4	467	471	465
Sat Jun 19 14:41:09 2021	1624106469	0	482	482	482
Sat Jun 19 14:41:09 2021	1624106469	0	495	495	493
Sat Jun 19 14:41:09 2021	1624106469	0	521	521	521
Sat Jun 19 14:41:09 2021	1624106469	0	538	538	538
Sat Jun 19 14:41:13 2021	1624106473	0	548	548	547
Sat Jun 19 14:41:13 2021	1624106473	0	552	552	552
Sat Jun 19 14:41:09 2021	1624106469	1	568	569	568
Sat Jun 19 14:41:09 2021	1624106469	0	571	571	571
Sat Jun 19 14:41:13 2021	1624106473	2	587	589	587
Sat Jun 19 14:41:13 2021	1624106473	0	590	590	590
Sat Jun 19 14:41:09 2021	1624106469	0	596	596	596
Sat Jun 19 14:41:10 2021	1624106470	0	602	602	602
Sat Jun 19 14:41:13 2021	1624106473	1	602	603	601
Sat Jun 19 14:41:09 2021	1624106469	0	618	618	618
Sat Jun 19 14:41:11 2021	1624106471	1	630	631	630
Sat Jun 19 14:41:13 2021	1624106473	0	680	680	672
Sat Jun 19 14:41:11 2021	1624106471	0	682	682	682
Sat Jun 19 14:41:09 2021	1624106469	1	685	686	685
Sat Jun 19 14:41:09 2021	1624106469	0	696	696	696
Sat Jun 19 14:41:13 2021	1624106473	0	724	724	724
Sat Jun 19 14:41:13 2021	1624106473	0	754	754	754
Sat Jun 19 14:41:13 2021	1624106473	0	757	757	757
Sat Jun 19 14:41:12 2021	1624106472	1	785	786	775
Sat Jun 19 14:41:12 2021	1624106472	0	806	806	806
Sat Jun 19 14:41:12 2021	1624106472	0	808	808	807
Sat Jun 19 14:41:10 2021	1624106470	0	810	810	809
Sat Jun 19 14:41:10 2021	1624106470	1	810	811	809
Sat Jun 19 14:41:13 2021	1624106473	1	812	813	812
Sat Jun 19 14:41:10 2021	1624106470	0	814	814	814
Sat Jun 19 14:41:13 2021	1624106473	1	841	842	841
Sat Jun 19 14:41:13 2021	1624106473	0	857	857	857
Sat Jun 19 14:41:13 2021	1624106473	0	860	860	860
Sat Jun 19 14:41:11 2021	1624106471	0	869	869	868
Sat Jun 19 14:41:12 2021	1624106472	1	870	871	870
Sat Jun 19 14:41:12 2021	1624106472	1	878	879	878
Sat Jun 19 14:41:12 2021	1624106472	0	881	881	880
Sat Jun 19 14:41:12 2021	1624106472	1	888	889	888
Sat Jun 19 14:41:13 2021	1624106473	0	901	901	901
Sat Jun 19 14:41:11 2021	1624106471	1	907	908	907
Sat Jun 19 14:41:13 2021	1624106473	0	918	918	918
Sat Jun 19 14:41:13 2021	1624106473	1	925	926	925
Sat Jun 19 14:41:11 2021	1624106471	0	930	930	924
Sat Jun 19 14:41:10 2021	1624106470	1	940	941	940
Sat Jun 19 14:41:10 2021	1624106470	0	950	950	950
Sat Jun 19 14:41:10 2021	1624106470	1	950	951	950
Sat Jun 19 14:41:13 2021	1624106473	0	952	952	952
Sat Jun 19 14:41:10 2021	1624106470	0	969	969	969
Sat Jun 19 14:41:11 2021	1624106471	0	970	970	969
Sat Jun 19 14:41:11 2021	1624106471	0	971	971	971
Sat Jun 19 14:41:13 2021	1624106473	1	992	993	992
Sat Jun 19 14:41:11 2021	1624106471	0	994	994	994
Sat Jun 19 14:41:13 2021	1624106473	0	994	994	994
Sat Jun 19 14:41:10 2021	1624106470	0	1005	1005	1005
Sat Jun 19 14:41:13 2021	1624106473	0	1024	1024	1024
Sat Jun 19 14:41:13 2021	1624106473	2	1032	1034	1032
Sat Jun 19 14:41:10 2021	1624106470	0	1037	1037	1037
Sat Jun 19 14:41:12 2021	1624106472	1	1045	1046	1045
Sat Jun 19 14:41:11 2021	1624106471	0	1049	1049	1049
Sat Jun 19 14:41:09 2021	1624106469	0	1051	1051	1051
Sat Jun 19 14:41:09 2021	1624106469	0	1052	1052	1052
Sat Jun 19 14:41:09 2021	1624106469	1	1052	1053	1052
Sat Jun 19 14:41:09 2021	1624106469	0	1057	1057	1057
Sat Jun 19 14:41:09 2021	1624106469	3	1055	1058	1055
