starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 22:30:12 2021	1624134612	1	8	9	7
Sat Jun 19 22:30:12 2021	1624134612	0	30	30	30
Sat Jun 19 22:30:12 2021	1624134612	0	30	30	30
Sat Jun 19 22:30:14 2021	1624134614	0	152	152	152
Sat Jun 19 22:30:15 2021	1624134615	0	810	810	810
Sat Jun 19 22:30:16 2021	1624134616	0	997	997	997
Sat Jun 19 22:30:14 2021	1624134614	1	1021	1022	1021
Sat Jun 19 22:30:12 2021	1624134612	0	1192	1192	1192
Sat Jun 19 22:30:13 2021	1624134613	1	1200	1201	1200
Sat Jun 19 22:30:16 2021	1624134616	0	1222	1222	1222
Sat Jun 19 22:30:15 2021	1624134615	0	1307	1307	1307
Sat Jun 19 22:30:12 2021	1624134612	1	1445	1446	1445
Sat Jun 19 22:30:16 2021	1624134616	0	1481	1481	1481
Sat Jun 19 22:30:14 2021	1624134614	0	1529	1529	1529
Sat Jun 19 22:30:12 2021	1624134612	0	1596	1596	1596
Sat Jun 19 22:30:14 2021	1624134614	0	1610	1610	1610
Sat Jun 19 22:30:16 2021	1624134616	1	1637	1638	1637
Sat Jun 19 22:30:12 2021	1624134612	1	1718	1719	1717
Sat Jun 19 22:30:15 2021	1624134615	0	1731	1731	1731
Sat Jun 19 22:30:12 2021	1624134612	1	2301	2302	2301
