Percentage served,Time in ms
0,4.104
1,4.104
2,4.104
3,5.272
4,5.272
5,5.272
6,5.272
7,5.272
8,10.034
9,10.034
10,10.034
11,10.034
12,10.034
13,10.641
14,10.641
15,10.641
16,10.641
17,10.641
18,20.181
19,20.181
20,20.181
21,20.181
22,20.181
23,29.220
24,29.220
25,29.220
26,29.220
27,29.220
28,29.647
29,29.647
30,29.647
31,29.647
32,29.647
33,31.619
34,31.619
35,31.619
36,31.619
37,31.619
38,38.734
39,38.734
40,38.734
41,38.734
42,38.734
43,57.412
44,57.412
45,57.412
46,57.412
47,57.412
48,58.103
49,58.103
50,58.103
51,58.103
52,58.103
53,66.502
54,66.502
55,66.502
56,66.502
57,66.502
58,104.552
59,104.552
60,104.552
61,104.552
62,104.552
63,156.151
64,156.151
65,156.151
66,156.151
67,156.151
68,205.210
69,205.210
70,205.210
71,205.210
72,205.210
73,753.543
74,753.543
75,753.543
76,753.543
77,753.543
78,1214.717
79,1214.717
80,1214.717
81,1214.717
82,1214.717
83,1310.269
84,1310.269
85,1310.269
86,1310.269
87,1310.269
88,2522.536
89,2522.536
90,2522.536
91,2522.536
92,2522.536
93,3947.475
94,3947.475
95,3947.475
96,3947.475
97,3947.475
98,2964059850.016
99,2964059850.016
100,3947.475
