Percentage served,Time in ms
0,5.999
1,30.491
2,32.525
3,33.523
4,36.523
5,37.527
6,45.663
7,63.127
8,67.570
9,67.578
10,68.695
11,70.212
12,77.012
13,92.177
14,99.048
15,100.049
16,102.150
17,105.026
18,105.042
19,107.711
20,108.718
21,130.113
22,141.753
23,142.753
24,144.743
25,188.183
26,191.148
27,340.882
28,349.751
29,393.086
30,402.735
31,443.921
32,483.386
33,492.383
34,492.492
35,497.095
36,498.216
37,507.216
38,536.916
39,549.318
40,555.268
41,563.271
42,622.388
43,860.243
44,926.139
45,1185.565
46,1251.268
47,1259.916
48,1280.078
49,2200.611
50,2204.628
51,2378.738
52,2378.772
53,2510.137
54,2512.127
55,2547.050
56,2972.398
57,3573.783
58,3634.810
59,3742.180
60,3793.501
61,3872.897
62,3873.540
63,3932.590
64,4078.376
65,4086.238
66,4097.262
67,4100.371
68,4109.744
69,4194.369
70,4204.366
71,4217.172
72,4218.146
73,4293.052
74,4299.060
75,4316.938
76,4324.823
77,4326.944
78,4346.989
79,4349.991
80,4353.992
81,4356.992
82,4360.993
83,4362.884
84,4415.180
85,4426.582
86,4617.534
87,4739.084
88,4810.980
89,4885.948
90,4887.940
91,4920.978
92,5154.466
93,5163.013
94,5168.125
95,5175.845
96,5181.837
97,5208.973
98,5225.354
99,5267.024
100,5267.024
