Percentage served,Time in ms
0,3.001
1,4.001
2,4.006
3,4.006
4,4.058
5,4.215
6,4.444
7,4.444
8,5.378
9,6.439
10,6.565
11,6.565
12,6.818
13,6.872
14,6.999
15,6.999
16,7.017
17,7.025
18,7.027
19,7.027
20,7.122
21,7.186
22,7.542
23,7.542
24,7.635
25,8.116
26,8.157
27,8.157
28,10.418
29,11.001
30,11.890
31,11.890
32,12.594
33,12.969
34,16.073
35,16.073
36,18.603
37,19.276
38,19.344
39,19.344
40,23.520
41,28.453
42,29.159
43,29.159
44,33.518
45,34.878
46,36.507
47,36.507
48,44.133
49,51.278
50,54.038
51,54.038
52,57.111
53,59.692
54,59.935
55,59.935
56,60.740
57,65.745
58,66.606
59,66.606
60,67.780
61,69.545
62,85.562
63,85.562
64,87.394
65,91.263
66,101.401
67,101.401
68,115.234
69,132.587
70,146.678
71,146.678
72,159.560
73,198.209
74,243.866
75,243.866
76,259.663
77,342.835
78,362.437
79,362.437
80,413.267
81,439.232
82,459.986
83,459.986
84,542.986
85,608.800
86,915.121
87,915.121
88,1012.759
89,1018.170
90,1173.460
91,1173.460
92,1232.430
93,1287.096
94,1690.342
95,1690.342
96,2036.318
97,2362.511
98,3456.935
99,3456.935
100,3456.935
