Percentage served,Time in ms
0,419.369
1,476.519
2,476.524
3,476.524
4,476.531
5,477.507
6,480.496
7,480.496
8,603.460
9,604.460
10,604.492
11,604.492
12,606.485
13,608.550
14,780.480
15,780.480
16,780.482
17,781.463
18,781.506
19,781.506
20,782.472
21,1261.801
22,1262.801
23,1262.801
24,1264.787
25,1265.777
26,1676.364
27,1676.364
28,2239.733
29,2722.049
30,2897.027
31,2897.027
32,2953.298
33,2974.217
34,2975.195
35,2975.195
36,2976.224
37,2977.206
38,3023.996
39,3023.996
40,3089.132
41,3142.214
42,3145.211
43,3145.211
44,3146.216
45,3147.215
46,3150.238
47,3150.238
48,3207.330
49,3210.328
50,3211.329
51,3211.329
52,3212.215
53,3213.354
54,3213.730
55,3213.730
56,3279.843
57,3413.466
58,3414.444
59,3414.444
60,3415.465
61,3416.490
62,3422.456
63,3422.456
64,3423.434
65,3424.455
66,3435.592
67,3435.592
68,3467.762
69,3469.782
70,3471.765
71,3471.765
72,3471.782
73,3473.785
74,3610.639
75,3610.639
76,3694.048
77,3735.569
78,3738.583
79,3738.583
80,3760.169
81,3764.163
82,3871.070
83,3871.070
84,3872.037
85,3936.151
86,4000.129
87,4000.129
88,4063.126
89,4182.359
90,4182.359
91,4182.359
92,4183.334
93,4184.355
94,4187.358
95,4187.358
96,4452.068
97,4453.066
98,4454.065
99,4454.065
100,4454.065
