Percentage served,Time in ms
0,174.005
1,176.134
2,179.665
3,179.920
4,184.314
5,208.555
6,231.743
7,266.754
8,269.040
9,272.577
10,299.309
11,299.596
12,299.742
13,299.941
14,302.686
15,304.992
16,305.692
17,306.814
18,307.829
19,310.177
20,312.414
21,316.749
22,316.848
23,316.908
24,319.707
25,320.618
26,322.929
27,323.789
28,326.867
29,333.398
30,334.712
31,342.381
32,354.211
33,355.725
34,357.572
35,358.134
36,358.232
37,362.478
38,364.954
39,365.218
40,368.017
41,385.095
42,391.968
43,392.527
44,393.628
45,394.227
46,400.793
47,402.235
48,403.706
49,407.572
50,410.267
51,414.980
52,415.269
53,416.392
54,417.512
55,426.833
56,428.755
57,431.465
58,437.972
59,439.519
60,440.295
61,465.122
62,467.407
63,473.938
64,476.352
65,518.096
66,518.790
67,519.133
68,527.645
69,537.871
70,540.011
71,548.430
72,549.967
73,560.253
74,570.891
75,571.765
76,572.397
77,574.663
78,612.215
79,613.470
80,613.573
81,613.595
82,613.646
83,613.866
84,614.649
85,615.858
86,616.423
87,619.505
88,620.975
89,622.051
90,624.686
91,624.770
92,626.702
93,627.589
94,629.470
95,659.014
96,666.531
97,670.497
98,708.810
99,753.377
100,753.377
