Percentage served,Time in ms
0,359.473
1,362.072
2,362.422
3,363.767
4,363.932
5,364.552
6,364.572
7,364.929
8,365.257
9,365.534
10,425.018
11,447.691
12,453.121
13,483.663
14,487.436
15,513.366
16,516.696
17,517.257
18,517.908
19,518.155
20,522.989
21,525.487
22,528.625
23,537.388
24,540.641
25,563.995
26,566.898
27,568.118
28,569.971
29,570.064
30,571.285
31,575.578
32,604.750
33,608.500
34,608.788
35,616.412
36,646.379
37,648.348
38,677.588
39,677.725
40,678.165
41,679.787
42,682.929
43,684.440
44,684.714
45,685.081
46,686.748
47,686.947
48,687.440
49,690.734
50,692.399
51,693.142
52,709.556
53,711.996
54,712.239
55,716.333
56,720.785
57,721.760
58,721.775
59,722.966
60,724.839
61,725.932
62,726.155
63,763.148
64,775.616
65,807.584
66,807.787
67,808.685
68,808.905
69,809.004
70,826.382
71,829.842
72,833.790
73,835.252
74,838.543
75,911.424
76,916.525
77,930.964
78,932.927
79,937.711
80,938.155
81,941.279
82,944.631
83,945.489
84,945.791
85,945.799
86,946.778
87,950.132
88,978.041
89,981.547
90,983.146
91,983.728
92,984.995
93,985.281
94,1011.075
95,1016.782
96,1050.315
97,1054.380
98,1056.158
99,1058.341
100,1058.341
