Percentage served,Time in ms
0,107.493
1,107.493
2,107.493
3,135.432
4,135.432
5,135.432
6,135.432
7,135.432
8,180.613
9,180.613
10,180.613
11,180.613
12,180.613
13,239.731
14,239.731
15,239.731
16,239.731
17,239.731
18,283.853
19,283.853
20,283.853
21,283.853
22,283.853
23,314.910
24,314.910
25,314.910
26,314.910
27,314.910
28,318.536
29,318.536
30,318.536
31,318.536
32,318.536
33,345.569
34,345.569
35,345.569
36,345.569
37,345.569
38,352.309
39,352.309
40,352.309
41,352.309
42,352.309
43,384.197
44,384.197
45,384.197
46,384.197
47,384.197
48,422.238
49,422.238
50,422.238
51,422.238
52,422.238
53,459.548
54,459.548
55,459.548
56,459.548
57,459.548
58,494.760
59,494.760
60,494.760
61,494.760
62,494.760
63,535.761
64,535.761
65,535.761
66,535.761
67,535.761
68,570.765
69,570.765
70,570.765
71,570.765
72,570.765
73,605.791
74,605.791
75,605.791
76,605.791
77,605.791
78,644.347
79,644.347
80,644.347
81,644.347
82,644.347
83,672.337
84,672.337
85,672.337
86,672.337
87,672.337
88,698.792
89,698.792
90,698.792
91,698.792
92,698.792
93,1636.712
94,1636.712
95,1636.712
96,1636.712
97,1636.712
98,1618172931.312
99,1618172931.312
100,1636.712
